890	1	2	2	0	4	4	2	2	5	4
10792	4	4	4	5	5	3	2	4	1	2
3114	4	1	5	3	0	3	2	4	0	3
9033	3	0	5	0	5	3	3	1	3	1
409	5	1	1	1	0	5	4	0	2	0
2272	3	2	5	3	1	3	5	5	5	1
7074	1	5	4	4	0	4	4	4	4	3
4922	1	5	0	3	3	0	0	1	4	4
5606	0	1	3	0	5	3	5	2	4	3
453	2	2	4	5	2	5	3	4	3	5
2844	0	2	5	2	1	0	0	0	1	1
2713	0	2	2	3	5	5	4	5	5	2
10499	5	5	0	3	0	4	2	5	0	4
375	4	2	4	4	2	1	2	4	1	1
8687	0	3	4	2	5	3	2	5	2	2
10311	1	5	3	1	0	3	4	5	3	4
10489	3	4	4	5	2	4	0	5	1	2
10649	3	1	5	2	4	4	2	5	4	1
574	5	4	4	2	2	2	3	1	1	3
4995	3	4	5	5	1	3	5	5	0	5
5782	5	0	5	1	3	5	4	4	0	0
997	3	1	4	1	4	1	5	3	2	5
5195	5	3	3	4	0	0	2	2	4	4
9653	0	3	2	3	5	2	5	3	0	1
7425	3	4	3	2	4	5	5	3	4	5
6691	3	1	1	5	4	5	2	3	4	4
6242	2	0	4	2	0	4	1	3	3	0
6114	4	5	4	0	4	5	5	2	5	4
7316	3	1	1	3	3	0	2	5	3	1
5487	5	1	4	3	4	4	4	4	4	3
1532	4	5	2	0	2	5	5	1	2	1
6334	5	2	2	1	1	0	1	2	5	3
6583	1	5	1	4	0	5	3	0	0	4
2414	1	1	5	5	1	4	1	2	1	5
2023	0	0	0	0	3	0	5	4	1	0
5776	5	4	4	3	2	1	4	5	4	3
813	3	0	3	3	0	1	4	3	0	5
3360	5	4	5	1	5	1	2	4	1	2
660	4	5	1	1	4	2	3	0	1	1
1838	5	5	1	4	1	0	5	5	5	4
8696	0	4	5	2	1	0	0	2	2	2
6238	5	5	2	5	1	4	1	5	2	3
10346	4	2	0	3	4	1	5	1	1	2
10857	2	2	3	0	2	0	4	4	3	5
1783	3	5	5	1	4	4	4	4	5	0
4025	1	4	2	4	5	5	1	2	4	2
4919	4	3	0	1	4	0	2	1	0	0
4924	4	5	0	1	4	0	2	1	0	4
6341	2	1	1	2	1	1	5	4	1	4
3556	1	1	2	3	2	4	4	4	4	5
1752	0	4	3	3	1	5	0	3	0	1
5534	2	0	0	2	3	0	1	1	4	0
7209	4	4	4	2	5	0	0	2	2	5
10886	4	4	5	5	4	1	3	3	3	5
5962	0	3	3	5	5	3	4	3	1	2
9588	2	0	2	5	5	2	2	0	1	2
10020	4	4	2	1	3	4	1	4	1	3
6984	1	4	1	3	5	2	5	3	2	3
4903	1	2	1	1	0	4	5	0	5	5
1386	0	1	3	0	0	1	0	0	5	4
9362	0	2	3	5	1	0	1	3	0	1
2558	1	5	5	2	2	5	3	2	3	2
10118	4	0	2	3	3	2	4	4	5	5
5444	1	0	3	1	5	2	5	4	3	5
1140	5	5	3	1	1	3	2	3	1	2
728	5	3	1	3	3	3	2	4	4	1
6258	4	3	2	4	3	0	1	4	4	3
2162	4	5	0	2	4	1	2	4	3	0
9386	0	0	2	1	5	3	5	2	5	3
7222	1	5	1	1	5	3	1	4	5	1
10838	2	3	5	3	5	4	0	3	5	3
5391	0	1	3	5	5	2	2	5	3	3
5620	0	0	5	2	5	0	0	4	5	0
1441	5	4	1	1	1	1	3	4	2	4
8413	5	0	2	4	2	1	3	3	1	3
923	2	1	4	5	2	3	3	3	4	4
8634	5	5	4	2	5	3	5	4	4	5
4012	5	1	5	5	2	5	5	4	5	2
8973	2	1	4	1	1	3	4	0	2	0
4475	3	5	5	2	3	0	3	3	1	2
8006	5	2	5	1	4	0	4	4	1	3
5855	3	5	4	1	2	5	5	4	2	2
3669	5	3	0	5	5	5	5	2	4	2
1103	1	2	3	0	5	5	4	2	0	0
5955	2	1	1	3	4	1	0	4	2	5
8922	3	2	5	5	5	2	1	1	1	1
8186	5	3	2	5	0	4	5	0	2	2
8125	4	4	1	0	5	2	2	5	1	1
2345	5	5	2	1	4	5	3	2	3	5
8903	4	4	4	1	2	1	1	2	2	3
6140	3	4	3	3	2	4	1	3	4	0
773	3	1	5	2	2	3	5	2	5	5
8474	2	5	4	3	4	3	1	3	3	1
4578	3	4	5	5	1	1	5	1	4	1
1397	1	1	2	2	0	0	1	2	3	2
1473	5	2	4	1	3	3	2	0	1	5
10819	4	3	3	1	5	2	1	0	5	0
7303	3	2	1	3	5	4	5	3	3	1
3527	2	3	3	5	4	2	5	2	3	1
7396	3	3	1	1	2	2	1	4	0	4
3109	1	1	0	3	1	2	1	3	3	0
2300	2	4	1	4	2	3	4	4	2	3
2628	2	5	4	4	3	1	5	2	5	4
6308	0	3	4	3	2	2	3	0	3	2
7704	2	2	1	1	2	1	1	0	4	5
1322	3	1	5	3	1	1	4	3	2	5
5599	0	5	0	0	4	3	5	5	3	1
9758	4	4	4	3	5	2	5	3	5	2
6988	0	5	0	4	1	5	1	4	1	3
8129	5	2	4	3	2	2	5	5	3	3
6067	3	1	3	5	5	2	5	2	4	2
8178	2	2	2	4	2	4	1	0	1	5
5618	2	1	2	2	4	2	1	2	2	0
9781	2	4	1	1	4	3	2	3	2	4
8678	3	2	0	0	5	1	2	3	4	3
4584	5	2	5	0	2	2	2	2	2	2
5559	1	5	2	0	3	4	1	2	0	0
2113	2	5	4	1	1	3	2	1	2	1
9191	4	3	3	0	1	3	4	1	3	3
7345	5	1	2	4	0	0	4	0	3	5
1799	0	1	1	1	5	1	5	4	5	3
7753	4	1	3	4	5	2	1	5	2	5
4272	5	5	0	2	5	0	3	1	0	1
7885	2	3	3	1	5	3	5	0	2	5
7612	0	4	2	4	4	4	3	1	4	0
1796	4	5	4	5	2	5	5	4	2	3
7053	3	4	3	1	3	2	3	1	5	3
9813	0	5	2	4	2	5	4	1	0	0
9055	2	1	2	0	1	3	5	3	1	5
3916	4	2	1	5	2	1	5	5	4	4
6645	1	5	4	1	3	1	3	3	2	3
181	2	0	3	0	0	0	4	4	3	2
6020	4	0	4	1	2	4	2	4	5	1
7849	5	3	1	4	2	2	3	4	2	2
4265	0	0	5	3	5	4	1	2	0	5
989	3	4	5	0	0	5	0	0	5	5
8693	3	0	5	0	1	0	0	4	4	1
9264	1	1	1	2	2	1	1	4	2	4
882	5	1	0	2	3	1	3	5	1	2
4965	3	1	1	1	0	4	2	3	1	3
4168	3	5	1	4	5	3	5	4	0	2
9261	4	2	1	3	2	5	3	4	4	5
5134	0	3	0	4	2	1	2	3	3	3
4864	5	1	3	3	1	3	1	4	5	3
9576	2	4	3	4	3	4	5	1	3	3
10847	4	4	2	1	5	4	4	3	1	1
3136	3	4	5	3	5	3	0	1	0	5
1546	4	1	2	0	3	4	5	0	2	4
3126	4	5	4	5	2	0	1	0	5	4
3385	3	1	1	4	2	5	5	5	2	2
3348	2	0	0	3	5	2	1	5	2	1
3495	4	1	0	4	1	1	4	4	5	4
5060	1	3	2	1	1	3	1	3	5	1
4801	5	2	3	4	1	2	1	1	1	4
8283	4	4	2	1	2	5	5	0	1	4
10087	1	5	1	0	1	0	0	3	4	0
7648	2	4	2	2	2	5	4	5	4	5
9964	1	3	4	2	1	2	3	4	4	4
8100	0	4	5	5	3	1	0	2	2	1
1780	1	1	2	1	1	3	1	5	3	4
3644	4	1	2	4	2	1	5	2	0	1
8719	1	3	5	3	2	1	5	4	2	5
8191	4	0	3	4	1	5	1	2	4	3
3584	4	4	4	4	1	0	2	3	0	1
8853	0	4	4	2	3	3	5	0	0	3
3238	2	3	4	2	5	2	5	5	3	1
9070	5	1	0	2	2	5	4	1	3	4
3192	1	3	2	4	4	4	4	4	0	3
1456	3	2	4	2	1	3	1	4	5	1
1318	1	4	4	4	1	1	5	3	1	2
1305	5	1	0	4	3	2	3	3	1	1
7168	4	4	3	3	1	2	3	1	1	1
5038	3	5	4	5	3	5	4	4	4	5
5216	4	4	5	4	4	4	2	5	2	1
2800	5	3	3	1	0	4	2	2	3	5
4016	0	1	1	1	0	1	1	4	4	2
2498	5	0	3	2	5	5	4	2	3	1
1596	1	3	2	2	2	2	3	4	4	1
244	1	1	0	1	0	3	5	3	3	0
7347	3	0	3	3	3	2	4	3	4	3
420	3	2	0	3	3	4	5	1	1	2
8445	1	1	3	3	2	4	4	3	1	4
9643	1	0	5	0	0	0	3	1	5	3
3926	0	4	3	4	1	2	0	5	4	1
4021	3	5	4	0	2	0	5	4	4	2
3032	4	4	3	4	1	4	4	2	1	5
4367	1	0	1	1	3	4	3	4	2	0
8877	3	2	4	5	5	0	1	0	2	1
4320	2	5	4	0	1	4	3	1	3	5
7246	5	4	3	3	2	2	5	5	2	5
2511	5	2	2	1	2	0	4	0	0	5
6643	1	3	3	5	2	0	0	4	3	0
7644	0	1	2	4	1	1	1	1	1	0
8688	3	4	2	3	1	1	5	1	2	3
115	2	2	3	2	2	3	4	2	3	2
7859	5	3	3	2	3	5	2	3	5	3
714	0	4	3	0	2	2	2	3	0	0
9458	5	1	1	3	1	5	3	3	4	4
8457	3	4	5	4	2	4	1	2	4	5
3314	5	0	1	4	1	5	5	3	0	1
3056	3	1	3	0	2	0	1	0	2	3
6000	5	5	3	2	4	3	5	2	4	5
5390	4	4	3	2	5	0	3	0	3	2
8329	5	0	3	0	2	1	0	1	3	1
7828	2	5	0	2	5	0	1	1	0	4
1008	1	4	3	2	1	2	4	2	2	3
7568	1	3	0	3	4	0	3	1	1	3
5203	4	4	0	1	0	0	0	2	4	3
8571	4	3	5	2	2	3	5	3	0	1
8948	2	2	4	4	5	1	2	1	4	4
4149	1	2	4	3	0	5	1	1	1	1
7404	4	3	2	2	4	5	2	3	4	1
2913	4	0	3	1	3	1	3	4	2	0
6467	3	1	4	3	2	2	2	1	3	3
4088	2	3	4	4	5	0	1	4	3	4
9268	2	4	0	5	0	0	3	4	2	1
5655	3	4	5	2	2	4	1	2	4	3
5366	3	4	3	1	5	4	1	4	1	5
9360	2	5	2	0	3	3	4	1	0	4
8764	2	5	0	0	1	5	2	1	2	1
9474	5	2	1	4	2	0	2	3	0	1
2633	2	1	3	3	4	1	1	3	1	5
9613	3	3	5	4	4	4	5	3	1	0
9183	0	4	0	3	5	3	1	0	3	0
3427	5	1	0	3	5	5	1	5	0	3
787	3	1	3	3	2	1	1	2	3	5
10247	2	4	4	5	3	1	2	3	5	4
3610	4	3	4	2	2	3	1	1	3	0
5441	2	5	1	5	1	2	3	2	4	1
1268	5	1	3	2	1	1	1	4	3	2
4862	0	5	5	4	1	0	1	2	3	0
7965	2	1	5	4	2	4	5	4	2	2
5177	5	0	5	3	4	2	3	4	5	0
947	1	3	2	1	5	4	1	2	1	1
5049	4	1	1	0	3	1	4	3	3	2
5249	3	4	5	2	5	3	1	2	4	3
1961	0	5	4	2	1	3	1	1	2	1
1748	4	5	5	1	2	1	5	5	1	4
794	2	3	1	4	5	3	0	2	1	5
3124	0	1	4	1	1	0	5	0	1	2
3379	4	2	3	3	0	3	1	1	1	3
10046	3	1	2	2	2	5	3	3	5	5
6595	3	5	4	5	1	2	2	1	2	2
5115	2	5	3	0	4	4	4	1	4	0
8792	1	1	1	4	2	4	4	1	3	5
5719	5	1	5	2	1	1	2	1	5	3
10440	1	3	4	3	3	4	5	2	3	1
3802	3	4	4	3	0	1	1	1	2	3
4521	3	1	2	5	1	2	1	2	1	0
6403	5	4	3	1	3	5	5	1	3	2
1743	0	5	1	0	2	5	4	2	2	0
10461	3	1	1	2	2	2	2	0	1	4
4929	0	1	2	0	1	5	2	1	2	5
1126	2	5	1	4	2	3	2	1	1	1
10429	1	1	4	5	5	2	1	3	0	4
5294	3	4	1	2	0	1	1	5	2	5
613	1	5	3	2	0	4	2	3	5	2
4645	3	1	2	1	2	3	4	2	5	3
3578	1	1	5	0	1	2	1	0	4	5
10877	2	1	3	2	0	3	2	2	1	3
8758	0	1	1	2	4	4	2	4	0	0
2864	2	5	2	3	3	1	2	2	3	5
1960	4	2	4	0	2	0	3	1	0	5
9328	3	3	1	4	2	5	1	0	0	5
7973	2	4	3	0	5	4	1	5	1	3
6421	3	2	2	1	1	3	5	4	2	3
7178	4	5	0	2	5	1	2	4	5	0
732	5	4	3	1	3	1	1	4	5	5
869	4	1	3	2	0	0	5	4	0	5
6164	3	3	5	3	3	3	5	1	3	5
4031	1	2	0	4	1	4	2	4	0	1
9204	1	0	5	1	0	3	4	2	5	1
8472	3	4	0	5	0	3	2	0	3	1
1951	1	1	3	1	4	4	4	3	1	2
9211	5	0	4	2	2	1	2	0	4	2
7385	4	4	0	5	2	5	1	4	3	2
5022	5	5	0	4	1	2	4	1	0	2
2613	3	4	2	1	5	1	5	5	3	3
7680	3	3	5	2	2	1	2	5	1	4
8966	5	0	2	3	3	1	2	5	5	2
5156	0	1	4	3	3	1	2	5	5	3
6083	2	4	3	2	2	3	4	4	3	4
462	1	3	5	4	4	5	0	0	1	2
5041	0	5	5	0	4	0	3	4	0	1
3533	0	4	1	4	5	3	5	4	5	3
426	3	4	5	1	5	4	3	5	1	3
3472	2	2	1	4	5	1	0	2	2	3
7534	0	3	5	2	2	4	2	2	5	3
4263	5	0	1	1	1	3	2	4	3	4
4797	5	1	5	1	3	5	4	1	5	5
4238	2	0	5	4	4	3	4	4	3	0
9785	0	1	3	5	1	3	4	3	4	2
4184	0	3	1	1	1	1	3	5	3	1
6278	2	1	2	4	2	1	1	2	2	1
3771	4	4	3	3	1	4	2	5	0	5
7630	4	5	5	1	5	3	0	5	2	1
6732	0	0	1	1	4	0	2	1	4	5
1808	5	1	1	4	1	4	1	5	1	2
7555	2	2	0	2	0	1	3	4	0	5
7167	0	3	2	1	0	1	3	4	0	4
5694	3	4	5	2	5	4	0	1	1	0
10050	5	4	2	1	5	1	2	1	4	1
4214	1	4	4	5	3	5	5	3	0	4
2197	0	4	1	0	1	4	0	0	3	3
4992	4	0	5	1	0	3	5	2	3	0
4035	5	4	2	5	5	3	1	2	3	4
10850	4	3	5	3	1	3	0	2	5	3
5362	2	0	3	1	1	1	5	2	4	2
9312	3	1	0	2	0	5	0	5	1	5
4672	3	2	5	2	4	4	3	2	4	4
2273	4	0	5	3	4	0	2	3	0	5
5224	2	0	4	3	5	5	1	3	3	3
256	1	4	5	4	3	2	5	3	4	4
28	1	1	3	3	5	5	3	5	4	4
2899	2	4	0	3	0	2	5	2	2	0
5337	5	4	4	3	5	4	2	5	0	5
5836	4	0	4	1	2	2	0	4	5	3
596	3	2	2	3	2	2	1	2	2	1
4215	5	5	3	2	4	3	0	3	4	1
3499	4	4	0	4	4	3	1	0	0	0
9932	5	0	0	3	2	3	3	3	0	4
257	5	5	5	2	3	1	1	5	4	1
2780	5	5	1	5	5	5	1	5	4	3
1575	5	3	3	2	3	2	0	1	0	2
8951	0	4	3	3	0	2	0	1	3	5
6817	2	1	2	3	3	1	1	2	2	4
10270	4	2	3	1	3	0	4	5	4	5
5631	3	2	2	3	4	5	2	0	4	3
5905	4	4	3	4	2	3	0	0	3	3
7921	4	1	3	5	3	3	5	3	1	5
5701	1	2	1	3	3	0	4	2	1	2
4804	2	1	1	2	4	1	2	2	1	1
3111	3	0	0	4	0	5	1	5	0	3
3451	5	4	2	3	3	3	4	1	1	2
3054	5	4	0	2	1	0	5	1	1	1
6041	4	4	2	5	4	2	2	4	0	3
6911	3	3	2	3	0	0	0	4	0	1
5350	2	4	5	3	4	2	2	2	4	4
10868	0	2	3	3	3	1	4	5	3	4
9346	1	5	4	4	1	0	3	5	2	5
7484	2	1	0	0	1	3	3	0	1	5
9491	2	4	3	5	5	2	5	1	4	1
1285	4	4	1	2	5	2	1	4	3	1
2777	5	1	1	2	5	5	1	0	1	2
7917	1	5	2	5	1	3	4	0	1	3
1060	1	5	2	2	1	1	5	4	2	3
2596	5	5	0	2	4	5	0	2	2	5
3697	0	5	0	1	0	0	1	5	5	5
6541	2	4	2	3	2	1	2	0	3	4
568	3	3	3	2	3	1	5	3	5	4
8029	3	1	1	0	0	0	0	1	2	2
4061	2	5	1	4	3	3	3	0	4	3
2111	4	4	5	2	1	3	0	1	0	4
9083	1	2	5	2	1	5	4	4	3	1
1289	1	2	5	5	2	4	4	3	2	4
3434	4	4	2	1	5	4	5	4	3	3
699	1	2	1	2	1	5	2	4	5	2
10066	3	2	4	5	4	5	1	1	1	2
620	3	4	0	1	5	1	0	5	5	4
4531	5	5	4	2	0	1	3	3	3	5
8000	5	2	5	5	4	5	4	3	4	2
7976	3	1	3	4	1	3	2	2	2	5
4046	0	1	2	1	1	4	2	5	5	2
1919	0	2	3	4	5	3	1	2	1	5
9310	0	5	1	3	2	1	4	5	1	5
4978	1	1	4	5	2	5	4	4	2	2
5464	0	0	1	4	5	0	2	1	0	1
3909	1	2	5	0	4	4	1	3	4	2
7261	2	1	4	0	4	3	5	1	4	5
4682	3	4	5	2	4	4	3	4	4	3
5848	4	2	2	5	5	0	5	5	4	3
8873	5	0	5	5	3	5	1	5	4	1
9175	5	4	4	3	5	5	3	5	2	2
9737	5	1	3	5	5	2	1	5	1	5
5275	3	0	3	4	0	0	2	4	1	0
1700	3	1	5	4	1	2	3	5	2	4
6604	2	0	0	2	4	2	1	1	5	2
9784	5	3	2	1	1	5	4	3	5	2
1682	2	2	1	4	5	2	3	2	0	1
3284	4	0	0	5	1	5	1	0	1	4
8502	2	4	4	1	0	2	3	1	1	5
10930	1	3	4	1	2	4	1	1	1	2
3006	1	2	0	2	4	4	1	3	0	5
1170	1	2	1	3	5	1	3	5	1	5
3628	1	2	1	1	5	1	1	1	1	5
6209	4	4	3	2	3	1	3	5	2	5
2803	2	0	4	1	2	5	1	4	2	0
9290	3	1	3	5	4	5	4	5	3	1
5324	1	0	4	3	1	2	1	3	3	0
4462	5	1	4	1	1	5	3	5	1	1
3452	3	2	0	3	5	3	4	3	0	0
6458	1	1	2	4	4	3	2	0	1	5
6150	1	3	1	0	3	5	0	0	3	4
1265	4	4	1	5	4	2	3	1	4	2
1565	1	3	4	1	0	1	0	3	2	3
4	3	5	5	3	0	2	4	1	0	4
9599	1	3	5	2	2	0	0	2	2	2
9729	3	3	3	4	2	4	1	1	3	4
3818	5	0	1	1	3	3	2	1	1	3
9650	5	5	2	2	2	5	4	3	5	2
7321	2	0	2	2	1	0	4	2	0	4
305	4	5	5	2	2	4	1	1	2	4
5002	4	3	5	1	0	5	1	4	5	0
1086	3	2	0	0	3	5	5	4	1	3
9003	0	4	3	4	0	0	4	5	0	2
9384	2	2	1	1	1	5	3	5	4	3
6010	3	3	0	3	3	1	1	0	2	1
10970	4	3	0	5	5	4	0	0	0	2
7414	5	5	1	4	3	5	0	1	4	3
184	2	3	4	4	4	2	4	3	5	4
8783	0	2	1	5	5	2	4	2	2	4
4763	3	4	5	4	5	4	3	1	4	1
452	2	5	2	3	3	1	0	3	3	3
6302	4	5	2	3	1	1	4	4	4	5
10272	5	4	1	4	3	1	2	0	0	1
4542	0	2	1	1	1	1	4	1	2	4
896	3	4	4	3	0	2	4	2	1	1
6068	5	5	1	4	5	2	1	2	1	2
7449	1	5	3	1	5	0	2	2	0	5
891	1	1	4	5	1	4	0	3	5	0
5939	3	1	5	3	3	0	4	5	4	3
5926	4	3	4	5	4	4	5	3	4	5
1368	1	3	1	4	0	1	4	4	4	2
3579	2	3	1	3	5	1	3	0	3	3
6430	4	3	2	2	2	1	4	0	1	0
5864	5	3	2	5	5	1	1	4	5	1
218	3	1	4	4	5	2	0	3	5	3
2318	3	3	3	1	0	5	3	5	5	5
3566	2	2	2	3	0	2	0	4	2	5
2610	1	4	3	5	2	5	1	1	3	5
10138	2	4	0	1	5	3	1	5	3	2
3677	5	1	0	5	5	1	4	3	4	4
2469	4	0	3	3	5	3	3	2	3	2
7938	3	5	5	4	3	4	1	2	5	1
7845	2	0	2	4	1	4	5	2	2	1
3168	3	1	0	4	0	4	4	3	0	2
3683	4	4	0	1	1	5	1	0	3	5
10541	1	5	5	1	3	2	5	2	1	4
9557	3	5	0	1	3	1	2	3	1	3
10333	5	5	0	5	4	3	2	2	0	2
7707	0	5	1	2	1	0	4	3	3	3
5453	2	2	5	5	5	1	3	1	3	1
7527	5	0	1	2	0	0	1	3	5	2
10157	2	3	4	5	3	4	3	3	4	0
